LINK_ID,F_NODE,T_NODE,ROAD_NAME,ROAD_NO,ROAD_RANK,ROAD_TYPE,LANES,MAX_SPD,LENGTH,UPDATEDATE,geometry_length_m,seongnam_overlap_m,seongnam_overlap_ratio,seongnam_position,inside_seongnam
2040004401,2040002902,2040002705,헌릉로,342,106,000,3,50,140.420673836242,20250512,140.4206738362418,140.4206738362418,1.0,inside,True
2040004403,2040002704,2049202600,헌릉로,342,106,000,3,50,251.086154391954,20250512,251.08615439195427,251.08615439195427,1.0,inside,True
2040004405,2040002705,2040002704,헌릉로,342,106,000,3,50,12.005340730982,20250512,12.005340730981898,12.005340730981898,1.0,inside,True
2040004407,2040002713,2040002712,헌릉로,342,106,000,3,50,12.002474392927,20250512,12.002474392927356,12.002474392927356,1.0,inside,True
2040004408,2049178000,2040002713,헌릉로,342,106,000,3,50,476.693102631334,20250512,476.6931026313339,476.6931026313339,1.0,inside,True
2040004409,2049202600,2049178000,헌릉로,342,106,000,3,50,251.086154391998,20250512,251.0861543919977,251.0861543919977,1.0,inside,True
2040004521,2040002904,2040080306,헌릉로,342,106,000,3,50,242.79190953218,20250512,242.79190953218028,242.79190953218028,1.0,inside,True
2040004532,2040080306,2040080303,헌릉로,342,106,000,2,50,160.979999028472,20250512,160.97999902847226,160.97999902847226,1.0,inside,True
2040004533,2040080302,2040079401,헌릉로,342,106,000,2,50,91.727038605315,20250512,91.72703860531503,91.72703860531503,1.0,inside,True
2040004534,2040080303,2040080302,헌릉로,342,106,000,2,50,13.481492188395,20250512,13.481492188394931,13.481492188394931,1.0,inside,True
2040004535,2040079401,2040079404,헌릉로,342,106,000,2,50,12.024691407171,20250512,12.024691407170677,12.024691407170677,1.0,inside,True
2040004631,2040080307,2040002903,헌릉로,342,106,000,3,50,240.795390739756,20250512,240.79539073975621,240.79539073975621,1.0,inside,True
2040004632,2040079402,2040080305,헌릉로,342,106,000,3,50,95.192932855027,20250512,95.19293285502715,95.19293285502715,1.0,inside,True
2040004633,2040080304,2040080307,헌릉로,342,106,000,3,50,160.985913766539,20250512,160.98591376653917,160.98591376653917,1.0,inside,True
